project_id,worksite_id,worksite_name,award_year,place_fip,geo_id,name,name_w_type,type_code,fips_code,area_land,area_water
704010,7002880,"Anker Creek, S Fk - Fieldbrook Road and Anker Road Culverts (fish passage improvements)",1999,24008,0624008,Fieldbrook,Fieldbrook CDP,57,U1,27111305,9982
704010,7002879,Lindsay Creek/Murray Road Culvert - culvert barrier improvement,1999,24008,0624008,Fieldbrook,Fieldbrook CDP,57,U1,27111305,9982
704022,7002904,San Lorenzo River Watershed - organizational support,1999,69112,0669112,Santa Cruz,Santa Cruz city,25,C1,32996599,7998548
704031,7003282,Round Valley Resource Center - organizational suport,1999,16728,0616728,Covelo,Covelo CDP,57,U1,18377116,111658
704033,7003284,Alderpoint Blocksburg Casterlin Community Center - organizational support,1999,00786,0600786,Alderpoint,Alderpoint CDP,57,U1,6288254,0
704036,7003287,Ward Creek/Gualala Watershed - sediment assessment/project planning,1999,02476,0602476,Arcata,Arcata city,25,C1,24399923,5229392
704039,7003290,Coastal Watersheds Santa Cruz to Oregon border,1999,25296,0625296,Fortuna,Fortuna city,25,C1,13592673,4768
704045,7003296,Carquinez Strait - San Pablo Bay Net Pens (Chinook acclimation),1999,16000,0616000,Concord,Concord city,25,C1,79130630,0
704050,7208464,Kids and Creeks: Restoration Ecology in Action,1999,13014,0613014,Chico,Chico city,25,C1,88423543,445035
704053,7003312,Rowdy Creek - Rowdy Creek Fish Hatchery (hatchery operations),1999,72380,0672380,Smith River,Smith River CDP,57,U1,11461740,38079
704054,7003313,Senior Geologist Services,1999,64000,0664000,Sacramento,Sacramento city,25,C1,255399993,5413141
704056,7003315,Coastal California Anadromous Watersheds - aerial stream survey,2000,64000,0664000,Sacramento,Sacramento city,25,C1,255399993,5413141
704060,7003319,Los Osos Creek - Morrissey Property (bank stabilization/instream habitat structures),2000,44182,0644182,Los Osos,Los Osos CDP,57,U1,33057047,52650
704076,7003349,Pine Gulch Creek Watershed - Star Route Farms (irrigation reservoir construction),2000,07316,0607316,Bolinas,Bolinas CDP,57,U1,15090532,0
704076,7003350,Pine Gulch Creek Watershed - New Land Trust (irrigation reservoir construction),2000,07316,0607316,Bolinas,Bolinas CDP,57,U1,15090532,0
704076,7003352,Pine Gulch Creek Watershed - Fresh Run Farms Site 2 (irrigation reservoir construction),2000,07316,0607316,Bolinas,Bolinas CDP,57,U1,15090532,0
704076,7003351,Pine Gulch Creek Watershed - Fresh Run Farms Site 1 (irrigation reservoir construction),2000,07316,0607316,Bolinas,Bolinas CDP,57,U1,15090532,0
704078,7003354,Soquel Creek - lagoon enhancement,2000,11040,0611040,Capitola,Capitola city,25,C1,4129576,213680
704082,7003358,Smith River Watershed - watershed planning,1999,17022,0617022,Crescent City,Crescent City city,25,C1,5085115,1169624
704091,7003678,"Trinity River Watershed, S Fk - organizational support",1999,36098,0636098,Hyampom,Hyampom CDP,57,U1,52507399,0
704094,7003686,West Union Creek tributary 1 - barrier assessment,1999,86440,0686440,Woodside,Woodside town,43,C1,29697449,0
704094,7003685,McGarvey Gulch - barrier assessment,1999,86440,0686440,Woodside,Woodside town,43,C1,29697449,0
704094,7003687,West Union Creek tributary 2 - barrier assessment,1999,86440,0686440,Woodside,Woodside town,43,C1,29697449,0
704094,7003681,Bear Gulch - barrier assessment,1999,86440,0686440,Woodside,Woodside town,43,C1,29697449,0
704094,7003684,Squealer Gulch - barrier assessment,1999,86440,0686440,Woodside,Woodside town,43,C1,29697449,0
704094,7003682,Appletree Gulch - barrier assessment,1999,86440,0686440,Woodside,Woodside town,43,C1,29697449,0
704094,7003680,West Union Creek - barrier assessment,1999,86440,0686440,Woodside,Woodside town,43,C1,29697449,0
704094,7003683,Tripp Gulch - barrier assessment,1999,86440,0686440,Woodside,Woodside town,43,C1,29697449,0
704097,7003697,Arana Gulch Watershed - watershed assessment/planning,1999,69112,0669112,Santa Cruz,Santa Cruz city,25,C1,32996599,7998548
704102,7003729,AmeriCorps Watershed Stewards Project - Fortuna CP,1999,25296,0625296,Fortuna,Fortuna city,25,C1,13592673,4768
704104,7003732,Fish Passage Section for California Salmonid Stream Habitat Restoration Manual - Fortuna CP,1999,25296,0625296,Fortuna,Fortuna city,25,C1,13592673,4768
704107,7003735,California Northcoast - riparian plantings (exact locations unknown),1999,25296,0625296,Fortuna,Fortuna city,25,C1,13592673,4768
704109,7003737,Eel River Watershed (partial) - organizational support,1999,25296,0625296,Fortuna,Fortuna city,25,C1,13592673,4768
704115,7003743,Smith River Watershed - organizational support,1999,17022,0617022,Crescent City,Crescent City city,25,C1,5085115,1169624
704116,7003744,Santa Cruz County - technical restoration training,1999,87090,0687090,Zayante,Zayante CDP,57,U1,7308969,0
704118,7003747,Sonoma Ecology Center - landowner outreach/education,1999,72646,0672646,Sonoma,Sonoma city,25,C1,7105863,0
704121,7003755,Lobitos Creek Watershed - road (culvert inventory/upgrade),1999,39318,0639318,La Honda,La Honda CDP,57,U1,11022981,20735
704121,7003754,Gazos Creek Watershed - road (culvert inventory/upgrade),1999,39318,0639318,La Honda,La Honda CDP,57,U1,11022981,20735
704121,7003752,La Honda Creek Watershed - road (culvert inventory/upgrade),1999,39318,0639318,La Honda,La Honda CDP,57,U1,11022981,20735
704121,7003753,Alpine Creek Watershed - road (culvert inventory/upgrade),1999,39318,0639318,La Honda,La Honda CDP,57,U1,11022981,20735
704121,7003756,Tunitas Creek - Road (culvert inventory/upgrade),1999,39318,0639318,La Honda,La Honda CDP,57,U1,11022981,20735
704122,7003757,Pescadero Creek - barrier removal,1999,42384,0642384,Loma Mar,Loma Mar CDP,57,U1,4487609,0
704125,7003762,Rattlesnake Creek Watershed - road inventory/restoration planning,1999,58456,0658456,Post Mountain,Post Mountain CDP,57,U1,32146965,0
704126,7003763,Barker Creek - fish passage improvement,1999,32562,0632562,Hayfork,Hayfork CDP,57,U1,186854161,58222
704127,7003764,City of Etna - Siskiyou Resource Conservation District Office (organizational support),1999,22972,0622972,Etna,Etna city,25,C1,1967952,2444
704129,7003766,San Pedro Creek Watershed - watershed assessment,1999,54806,0654806,Pacifica,Pacifica city,25,C1,32589429,23854
704155,7003837,Arana Gulch - riparian restoration,1998,41922,0641922,Live Oak,Live Oak CDP,57,U1,8398178,0
704156,7003838,AmeriCorps Watershed Stewards Project - Fortuna CP,1997,25296,0625296,Fortuna,Fortuna city,25,C1,13592673,4768
704162,7003844,San Geronomo Creek Watershed - Summit Road (road upgrade),2000,86216,0686216,Woodacre,Woodacre CDP,57,U1,4653150,0
704164,7003846,Mendocino Community Center (location estimated) - watershed festival,2000,46814,0646814,Mendocino,Mendocino CDP,57,U1,5846594,2006861
704172,7003859,Sulphur Creek - fishway ladder installation,2000,64140,0664140,St. Helena,St. Helena city,25,C1,12832970,325922
704176,7003864,San Luis Obispo and Santa Barbara Counties - salmonid education,2000,68154,0668154,San Luis Obispo,San Luis Obispo city,25,C1,34458922,379316
704178,7208477,FishNet 4C,2000,48760,0648760,Montara,Montara CDP,57,U1,10040503,0
704179,7003867,Selected California Counties - STEP teacher training,2000,68000,0668000,San Jose,San Jose city,25,C1,461691712,8089813
704180,7003868,Indian Creek - bank stabilization,2000,56868,0656868,Philo,Philo CDP,57,U1,5353556,0
704181,7003869,Indian Creek - bank stabilization,2000,56868,0656868,Philo,Philo CDP,57,U1,5353556,0
704182,7003870,Russian River - Healdsburg Dam (fish ladder installation),2000,33056,0633056,Healdsburg,Healdsburg city,25,C1,11448706,0
704184,7003872,Mendocino County (selected watersheds) - GIS development,2000,85600,0685600,Willits,Willits city,25,C1,7296486,1546
704194,7003934,Eldridge Creek Watershed - organizational support (Calpella Centerpoint),2000,09990,0609990,Calpella,Calpella CDP,57,U1,6598677,64954
704202,7003950,Gold Ridge Resource Conservation District - organizational support,2000,70770,0670770,Sebastopol,Sebastopol city,25,C1,4874901,0
704212,7003966,Scott Creek Watershed - organizational support,2000,18086,0618086,Davenport,Davenport CDP,57,U1,7367925,0
704219,7202045,Russian River - bank stabilization/riparian plantings,2000,60214,0660214,Redwood Valley,Redwood Valley CDP,57,U1,7112072,31597
704219,7003982,Russian River - Mumford Dam (fish passage improvement/riparian restoration),2000,60214,0660214,Redwood Valley,Redwood Valley CDP,57,U1,7112072,31597
704224,7003987,Carmel River - instream habitat structures/riparian plantings,2000,11324,0611324,Carmel Valley Village,Carmel Valley Village CDP,57,U1,49166228,507112
704225,7003988,Aptos Creek Watershed - watershed assessment/planning,2000,02378,0602378,Aptos,Aptos CDP,57,U1,17037116,0
704226,7003989,Stevens Creek - fish passage improvement,2000,49670,0649670,Mountain View,Mountain View city,25,C1,30971479,719719
704230,7003998,San Lorenzo River Watershed - watershed management internship,2000,69112,0669112,Santa Cruz,Santa Cruz city,25,C1,32996599,7998548
704236,7004004,Topanga Creek Watershed - watershed analysis/planning,2000,78960,0678960,Topanga,Topanga CDP,57,U1,49538336,19528
704249,7004027,Connick Creek - instream habitat structures/riparian plantings,2000,28154,0628154,Garberville,Garberville CDP,57,U1,6940712,148102
704258,7004058,"Eel River (lower), Eel River (S Fk), and Van Duzen River Watersheds - organizational support",2000,25296,0625296,Fortuna,Fortuna city,25,C1,13592673,4768
704264,7208459,Adopt-A-Watershed Leadership Institute,2000,67000,0667000,San Francisco,San Francisco city,25,C1,121507089,479146790
704281,7004116,Salt River Watershed and Eel River Estuary - organizational support,2000,23042,0623042,Eureka,Eureka city,25,C1,24698637,13130764
704286,7004126,Willow Creek - fish trap/anadromous monitoring,2000,85642,0685642,Willow Creek,Willow Creek CDP,57,U1,78501415,777004
704287,7007285,Sonoma Creek Steelhead Education Project,2000,70098,0670098,Santa Rosa,Santa Rosa city,25,C1,110145874,451570
704292,7004135,South Fork Fisheries Secondary Schools Education Project,2000,48060,0648060,Miranda,Miranda CDP,57,U1,3868285,20675
704298,7004141,San Pablo Bay - mobile net pens (acclimation and release site),2000,16000,0616000,Concord,Concord city,25,C1,79130630,0
704299,7004142,Rowdy Creek - Rowdy Creek Fish Hatchery (hatchery operations),2000,72380,0672380,Smith River,Smith River CDP,57,U1,11461740,38079
704300,7002741,Avila Beach - pen rearing (Chinook acclimation/release),2000,03330,0603330,Avila Beach,Avila Beach CDP,57,U1,15766061,575455
704303,7002748,Eel River Watershed - Alderpoint-Blocksburg-Casterlin Community Center,2000,00786,0600786,Alderpoint,Alderpoint CDP,57,U1,6288254,0
704304,7002749,Eureka - Humboldt County Resource Conservation District (organizational support),2000,23042,0623042,Eureka,Eureka city,25,C1,24698637,13130764
704305,7002750,California Coastal Anadromous Watersheds - Adaptive Watershed Improvement Project,2000,64000,0664000,Sacramento,Sacramento city,25,C1,255399993,5413141
704313,7002801,San Luis Obispo County (steelhead watersheds) - organizational support,2000,68154,0668154,San Luis Obispo,San Luis Obispo city,25,C1,34458922,379316
704319,7002807,San Lorenzo River Watershed - erosion control technical training,2000,69112,0669112,Santa Cruz,Santa Cruz city,25,C1,32996599,7998548
704323,7002811,Soquel Creek Watershed - organizational support,2000,11040,0611040,Capitola,Capitola city,25,C1,4129576,213680
704327,7002815,San Lorenzo River - barrier assessment/planning,2000,07652,0607652,Boulder Creek,Boulder Creek CDP,57,U1,19456234,0
704327,7006562,Branciforte Creek - barrier assessment/planning,2000,07652,0607652,Boulder Creek,Boulder Creek CDP,57,U1,19456234,0
704328,7002816,Willits Creek - instream and riparian restoration,2000,08530,0608530,Brooktrails,Brooktrails CDP,57,U1,18835634,122096
704329,7002817,San Geronimo Creek Watershed - Conifer Fire Road (road upgrade),2000,86216,0686216,Woodacre,Woodacre CDP,57,U1,4653150,0
704332,7002821,Grist Creek - riparian fencing/plantings,2000,16728,0616728,Covelo,Covelo CDP,57,U1,18377116,111658
704344,7004155,Humboldt State University - fish and water management symposium,2000,02476,0602476,Arcata,Arcata city,25,C1,24399923,5229392
704354,7004167,Hunter Creek - streambank stabilization/instream structures,2000,38702,0638702,Klamath,Klamath CDP,57,U1,44592620,0
704355,7004168,Barker Creek - pump installation/dam removal,2000,32562,0632562,Hayfork,Hayfork CDP,57,U1,186854161,58222
704364,7004183,City of Ukiah - salmonid restoration conference (location estimated),2000,81134,0681134,Ukiah,Ukiah city,25,C1,12390978,116878
704370,7004450,"Trinity River Watershed, S Fk - organizational support",2000,36098,0636098,Hyampom,Hyampom CDP,57,U1,52507399,0
704377,7004459,Trinity River - Poker Bar Bridge (bridge replacement design/permitting),2000,41278,0641278,Lewiston,Lewiston CDP,57,U1,51843522,0
704377,7004457,Trinity River - Salt Flat Bridge (bridge replacement design/permitting),2000,41278,0641278,Lewiston,Lewiston CDP,57,U1,51843522,0
704377,7004458,Trinity River - Bucktail Bridge (bridge replacement design/permitting),2000,41278,0641278,Lewiston,Lewiston CDP,57,U1,51843522,0
704377,7004460,Trinity River - Treadwell Bridge (bridge replacement design/permitting),2000,41278,0641278,Lewiston,Lewiston CDP,57,U1,51843522,0
704379,7004462,Arcata USFWS Facility - training,2000,02476,0602476,Arcata,Arcata city,25,C1,24399923,5229392
704385,7004468,Etna - Scott River Watershed Council office (organizational support),2000,22972,0622972,Etna,Etna city,25,C1,1967952,2444
704388,7004474,Humboldt Bay Watershed - watershed coordinator/planning,2000,50188,0650188,Myrtletown,Myrtletown CDP,57,U1,5436579,212721
704403,7004498,Jolly Giant Creek - channel excavation/riparian plantings/instream structures,2000,02476,0602476,Arcata,Arcata city,25,C1,24399923,5229392
704404,7004499,"Anker Creek, S Fk - culvert upgrade",2000,24008,0624008,Fieldbrook,Fieldbrook CDP,57,U1,27111305,9982
704412,7004507,Shasta River Watershed - organizational support,2000,83850,0683850,Weed,Weed city,25,C1,12479111,13340
704413,7004508,Del Norte County - classroom incubation program,2000,17022,0617022,Crescent City,Crescent City city,25,C1,5085115,1169624
704415,7004510,California Coastal Anadromous Watersheds - fish passage evaluation protocol development (centerpoint),2000,25296,0625296,Fortuna,Fortuna city,25,C1,13592673,4768
704427,7004525,Humboldt and Mendocino Counties - salmon in the classroom program,2000,50188,0650188,Myrtletown,Myrtletown CDP,57,U1,5436579,212721
704429,7004527,Fortuna - Riverwood Lodge (landowner training),2000,25296,0625296,Fortuna,Fortuna city,25,C1,13592673,4768
704434,7004532,Central Valley Spring-Run Chinook ESU - organizational support,2001,64000,0664000,Sacramento,Sacramento city,25,C1,255399993,5413141
704435,7004533,California Coastal Anadromous Watersheds - senior engineering geologist (centerpoint),2000,64000,0664000,Sacramento,Sacramento city,25,C1,255399993,5413141
704436,7004534,California Coastal Anadromous Watersheds - education/outreach,2000,64000,0664000,Sacramento,Sacramento city,25,C1,255399993,5413141
704437,7004535,"California Coastal Anadromous Watersheds - restoration project database/NHD 1:24,000 Networking (centerpoint)",2001,64000,0664000,Sacramento,Sacramento city,25,C1,255399993,5413141
704438,7004536,California Coastal Anadromous Watersheds - restoration project database (centerpoint),2001,64000,0664000,Sacramento,Sacramento city,25,C1,255399993,5413141
704443,7004542,Central Coast Counties - archeological and rare plant surveys,1998,25296,0625296,Fortuna,Fortuna city,25,C1,13592673,4768
704446,7004545,Napa River - riparian restoration,2000,09892,0609892,Calistoga,Calistoga city,25,C1,6673845,46827
704447,7004546,San Luis Obispo Creek Watershed - Froom Creek/Foster Property (land acquisition),2000,68154,0668154,San Luis Obispo,San Luis Obispo city,25,C1,34458922,379316
704450,7004549,Department of Conservation - Sacramento,1998,64000,0664000,Sacramento,Sacramento city,25,C1,255399993,5413141
704506,7004558,Marsh Creek - Flynn Creek Road (culvert upgrade/fish passage improvement),2001,15030,0615030,Comptche,Comptche CDP,57,U1,2987584,0
704506,7004557,Albion River - Flynn Creek Road (culvert upgrade/fish passage improvement),2001,15030,0615030,Comptche,Comptche CDP,57,U1,2987584,0
704549,7004646,Shasta River Watershed - RY Ranch (tailwater return system development),2001,86944,0686944,Yreka,Yreka city,25,C1,25861889,188154
704576,7004689,AmeriCorps Watershed Stewards Project - Member Match Fortuna CP,1998,25296,0625296,Fortuna,Fortuna city,25,C1,13592673,4768
704577,7004690,Grass Valley Creek - fish passage improvement,1998,41278,0641278,Lewiston,Lewiston CDP,57,U1,51843522,0
704579,7004694,"California Salmonid Stream Habitat Restoration Manual, Upslope Component (Section 9)",1998,25296,0625296,Fortuna,Fortuna city,25,C1,13592673,4768
704581,7004696,Eel River Watershed - organizational support,1998,25296,0625296,Fortuna,Fortuna city,25,C1,13592673,4768
704584,7004699,Sacramento and San Joaquin River Watersheds - Chinook genetic analysis,1997,41474,0641474,Lincoln,Lincoln city,25,C1,62599874,110309
704585,7004700,Detection of Viral Diseases in Signal Crayfish,1997,18100,0618100,Davis,Davis city,25,C1,25826324,90331
704586,7004701,San Pablo Bay - mobile net pens (acclimation and release site),1998,16000,0616000,Concord,Concord city,25,C1,79130630,0
704592,7003404,Secret Ravine - spawning gravel placement/riparian restoration,1998,62938,0662938,Roseville,Roseville city,25,C1,114162282,0
704600,7003427,Rowdy Creek - Rowdy Creek Fish Hatchery (hatchery operations),1998,72380,0672380,Smith River,Smith River CDP,57,U1,11461740,38079
704605,7003439,Watershed Processes and Erosion Control Publication,1998,23042,0623042,Eureka,Eureka city,25,C1,24698637,13130764
704620,7003487,Willow Creek - anadromous monitoring,1998,85642,0685642,Willow Creek,Willow Creek CDP,57,U1,78501415,777004
704631,7003517,Coastal Mendocino County - culvert assessment/planning,1998,08530,0608530,Brooktrails,Brooktrails CDP,57,U1,18835634,122096
704632,7003518,Humboldt and northern Mendocino Counties - Eureka CP,1998,23042,0623042,Eureka,Eureka city,25,C1,24698637,13130764
704633,7003519,All California counties in the coho range - Eureka CP,1998,23042,0623042,Eureka,Eureka city,25,C1,24698637,13130764
704638,7003526,Monterey Harbor - saltwater acclimation pens,1999,48872,0648872,Monterey,Monterey city,25,C1,22390414,9365025
704645,7003542,Variation in Microsatellites and Flanking Region Sequences Amplified from Central Valley Chinook Spawning Populations,1999,64000,0664000,Sacramento,Sacramento city,25,C1,255399993,5413141
704646,7003543,"Salmon Trout Education Program (STEP) For the Restoration and Conservation of Steelhead, Coho Salmon and Chinook Salmon",1999,68000,0668000,San Jose,San Jose city,25,C1,461691712,8089813
704650,7003596,Fall Creek - instream structure maintenance,1999,05332,0605332,Ben Lomond,Ben Lomond CDP,57,U1,21674901,0
704653,7003605,"Weaver Creek, West - Oregon Street crossing (culvert upgrade)",2000,83794,0683794,Weaverville,Weaverville CDP,57,U1,33363065,0
704657,7003609,Monterey Bay - saltwater acclimation pens,2000,48872,0648872,Monterey,Monterey city,25,C1,22390414,9365025
704662,7003617,"tributaries to the Eel, Mattole, Van Duzen and Russian Rivers, tributaries to Humboldt Bay and various coastal streams in Mendocino County",1996,25296,0625296,Fortuna,Fortuna city,25,C1,13592673,4768
704700,7006591,Rowdy Creek - Rowdy Creek Fish Hatchery (hatchery operations),2002,72380,0672380,Smith River,Smith River CDP,57,U1,11461740,38079
704704,7004710,Etna Elementary School - environmental education/riparian restoration,2002,22972,0622972,Etna,Etna city,25,C1,1967952,2444
704706,7006638,Santa Cruz Harbor - saltwater acclimation pens (Chinook acclimation/release),2002,69112,0669112,Santa Cruz,Santa Cruz city,25,C1,32996599,7998548
704707,7004711,City of San Jose - Children's Discovery Museum (environmental education training),2002,68000,0668000,San Jose,San Jose city,25,C1,461691712,8089813
704710,7004712,Coastal California Salmonid Watersheds - adaptive restoration projects,2002,25296,0625296,Fortuna,Fortuna city,25,C1,13592673,4768
704736,7004866,Froom Creek - Froom Creek Road (road decommissioning),2002,68154,0668154,San Luis Obispo,San Luis Obispo city,25,C1,34458922,379316
704739,7004867,California Northern Coastal Watersheds - organizational support,2002,25296,0625296,Fortuna,Fortuna city,25,C1,13592673,4768
704746,7207379,City of Ben Lomond - Sequoia Seminars (Adopt-a-Watershed training),2002,08478,0608478,Brookdale,Brookdale CDP,57,U1,9963087,0
704752,7004876,Northern California Coho Salmon Watersheds - organizational support,2002,64000,0664000,Sacramento,Sacramento city,25,C1,255399993,5413141
704763,7004884,San Pedro Creek Watershed - organizational support,2002,54806,0654806,Pacifica,Pacifica city,25,C1,32589429,23854
704774,7005878,City of Davis - Veterans Memorial Building (salmonid restoration conference),2002,18100,0618100,Davis,Davis city,25,C1,25826324,90331
704777,7004899,Humboldt and Mendocino Counties - salmonid/watershed education,2002,50188,0650188,Myrtletown,Myrtletown CDP,57,U1,5436579,212721
704783,7004914,San Lorenzo River Watershed - organizational support,2002,69112,0669112,Santa Cruz,Santa Cruz city,25,C1,32996599,7998548
704786,7004915,California Coastal Watersheds (partial) - organizational support (centerpoint),2002,25296,0625296,Fortuna,Fortuna city,25,C1,13592673,4768
704787,7004916,Napa River Watershed (Central) - watershed assessment/planning,2002,64140,0664140,St. Helena,St. Helena city,25,C1,12832970,325922
704796,7004918,Smith River Watershed - organizational support,2002,17022,0617022,Crescent City,Crescent City city,25,C1,5085115,1169624
704813,7205385,Willow Creek - salmonid spawning monitoring,2002,85642,0685642,Willow Creek,Willow Creek CDP,57,U1,78501415,777004
704813,7004933,Willow Creek - trap (anadromous monitoring),2002,85642,0685642,Willow Creek,Willow Creek CDP,57,U1,78501415,777004
704822,7004941,"Del Norte, Humboldt, and Trinity Counties - landowner education/outreach (Fortuna Centerpoint)",2002,25296,0625296,Fortuna,Fortuna city,25,C1,13592673,4768
704823,7004942,Trinity River - Treadwell Bridge (bridge upgrade),2002,19724,0619724,Douglas City,Douglas City CDP,57,U1,78799839,32384
704829,7004945,Fish Creek Watershed - sediment assessment/planning,2002,05262,0605262,Benbow,Benbow CDP,57,U1,12641980,0
704836,7208419,"Del Norte, Humboldt, Mendocino, and Sonoma Counties - SB 271 Road Decommissioning Effectiveness Monitoring (Fortuna Centerpoint)",2002,25296,0625296,Fortuna,Fortuna city,25,C1,13592673,4768
704846,7005042,Lompico Creek - fish passage improvement,2002,42510,0642510,Lompico,Lompico CDP,57,U1,8749690,315
704861,7006334,5 Counties Salmonid Conservation Program - organizational support,2002,83794,0683794,Weaverville,Weaverville CDP,57,U1,33363065,0
704866,7005167,Hunter Creek - riparian fencing,2002,38702,0638702,Klamath,Klamath CDP,57,U1,44592620,0
704866,7005166,Hunter Creek - reach 2 (bank stabilization/riparian plantings),2002,38702,0638702,Klamath,Klamath CDP,57,U1,44592620,0
704866,7005165,Hunter Creek - reach 1 (instream habitat structures/riparian plantings),2002,38702,0638702,Klamath,Klamath CDP,57,U1,44592620,0
704872,7005170,"Eel Watershed, S Fk/Van Duzen/Eel River Watershed (lower) - watershed coordinators/organizational support",2002,81134,0681134,Ukiah,Ukiah city,25,C1,12390978,116878
704880,7005174,Soquel Creek Watershed - organizational support,2002,11040,0611040,Capitola,Capitola city,25,C1,4129576,213680
704881,7005883,"San Lorenzo River, Aptos Creek, Soquel Creek Watersheds - training/upslope restoration",2002,69112,0669112,Santa Cruz,Santa Cruz city,25,C1,32996599,7998548
704884,7005884,"San Luis Obiosp, Santa Barbara, and Ventura Counties - restoration training",2002,68154,0668154,San Luis Obispo,San Luis Obispo city,25,C1,34458922,379316
704893,7005178,Campbell Creek/Gannon Slough - riparian fencing and plantings,2002,02476,0602476,Arcata,Arcata city,25,C1,24399923,5229392
704896,7005195,Coastal California Watersheds - monitoring plan database development,2002,64000,0664000,Sacramento,Sacramento city,25,C1,255399993,5413141
704908,7208363,Community Involvement - Public Education Program,2002,84385,0684385,Westhaven-Moonstone,Westhaven-Moonstone CDP,57,U2,20963594,70662
704914,7005203,Deadwood Creek (Deadwood Rd.) - barrier modification,2002,41278,0641278,Lewiston,Lewiston CDP,57,U1,51843522,0
704916,7005205,Tomales Bay Watershed - organizational support,2002,36616,0636616,Inverness,Inverness CDP,57,U1,16575450,1130139
704921,7006443,District Capacity Building Program,2002,22972,0622972,Etna,Etna city,25,C1,1967952,2444
704942,7004267,Humboldt County - landowner education and outreach,2002,50188,0650188,Myrtletown,Myrtletown CDP,57,U1,5436579,212721
704969,7004293,Coastal California Watersheds - presence/absence protocol development,2002,64000,0664000,Sacramento,Sacramento city,25,C1,255399993,5413141
704996,7006330,San Luis Obispo County - landowner education/outreach,2002,68154,0668154,San Luis Obispo,San Luis Obispo city,25,C1,34458922,379316
705015,7005313,Eel River Watershed (Central) - organizational support (centerpoint),2002,25296,0625296,Fortuna,Fortuna city,25,C1,13592673,4768
705040,7208422,Santa Cruz State Parks District,2002,87090,0687090,Zayante,Zayante CDP,57,U1,7308969,0
705044,7006204,California Coastal Anadromous Watersheds (South portion) - restoration project monitoring/evaluation (centerpoint),2002,25296,0625296,Fortuna,Fortuna city,25,C1,13592673,4768
705045,7006205,Humboldt Bay Watershed - organizational support/restoration planning,2002,50188,0650188,Myrtletown,Myrtletown CDP,57,U1,5436579,212721
705046,7006206,Garrapata Creek Watershed - watershed assessment/planning,2002,48872,0648872,Monterey,Monterey city,25,C1,22390414,9365025
705051,7006208,City of Ojai Watersheds - watershed assessment/planning,2002,53476,0653476,Ojai,Ojai city,25,C1,11281691,39811
705054,7006331,San Lorenzo-Soquel Watershed - education/outreach,2002,69112,0669112,Santa Cruz,Santa Cruz city,25,C1,32996599,7998548
705058,7004373,Sonoma Creek Watershed - Jack London State Historical Park (sediment assessment/planning),2002,30028,0630028,Glen Ellen,Glen Ellen CDP,57,U1,5438518,2744
705075,7005317,Various coastal watersheds - organizational support,1998,25296,0625296,Fortuna,Fortuna city,25,C1,13592673,4768
705103,7200385,Etna Elementary School - salmonid education,2003,22972,0622972,Etna,Etna city,25,C1,1967952,2444
705126,7201768,San Pedro Creek - Capistrano Bridge site (fish passage improvement),2003,54806,0654806,Pacifica,Pacifica city,25,C1,32589429,23854
705127,7201731,Frenchmans Creek - culvert barrier removal,2003,31708,0631708,Half Moon Bay,Half Moon Bay city,25,C1,16167307,27799
705146,7200381,Coastal California Watersheds - Adaptive Watershed Improvement Projects,2003,25296,0625296,Fortuna,Fortuna city,25,C1,13592673,4768
705161,7201588,Humboldt Bay (Salmon Creek estuary) - juvenile salmonid monitoring,2003,17722,0617722,Cutten,Cutten CDP,57,U1,3318362,0
705161,7201586,Humboldt Bay (Jacoby Creek estuary) - juvenile salmonid monitoring,2003,17722,0617722,Cutten,Cutten CDP,57,U1,3318362,0
705161,7201587,Humboldt Bay (Elk River estuary) - juvenile salmonid monitoring,2003,17722,0617722,Cutten,Cutten CDP,57,U1,3318362,0
705161,7201585,Humboldt Bay (Freshwater Slough estuary) - juvenile salmonid monitoring,2003,17722,0617722,Cutten,Cutten CDP,57,U1,3318362,0
705170,7201537,California North Coast Hydrologic Region - restoration project monitoring and evaluation,2003,25296,0625296,Fortuna,Fortuna city,25,C1,13592673,4768
705184,7201664,Dooley Creek - bioengineering restoration and training,2003,34652,0634652,Hopland,Hopland CDP,57,U1,9128964,124597
705185,7208440,Fishery Network of Central California Counties,2003,67000,0667000,San Francisco,San Francisco city,25,C1,121507089,479146790
705186,7201606,Napa River (Rutherford Reach) - restoration planning/organizational support,2003,63400,0663400,Rutherford,Rutherford CDP,57,U1,4350420,10389
705197,7200445,Marsh Creek (Flynn Creek Rd) - fish barrier removal,2003,15030,0615030,Comptche,Comptche CDP,57,U1,2987584,0
705197,7200444,Albion River (Flynn Creek Rd) - fish barrier removal,2003,15030,0615030,Comptche,Comptche CDP,57,U1,2987584,0
705207,7200539,Dooley Creek - bank stabilization/riparian plantings,2003,34652,0634652,Hopland,Hopland CDP,57,U1,9128964,124597
705223,7201590,"Eel Watershed, S Fk/Van Duzen/Eel River Watershed (lower) - watershed coordinators/organizational support",2003,25296,0625296,Fortuna,Fortuna city,25,C1,13592673,4768
705235,7200460,San Antonio Creek - Soule Park site (fish passage improvement),2003,53476,0653476,Ojai,Ojai city,25,C1,11281691,39811
705238,7201725,Mynot Creek - restoration project mapping,2003,38702,0638702,Klamath,Klamath CDP,57,U1,44592620,0
